transaction_id,amount,time_seconds,merchant_id,country,device_id,is_fraud
1460,86.04,46371,1021,IN,2772,1
1461,40.05,10991,1047,NG,2523,0
1462,84.27,24887,1029,CN,2555,0
1463,9.02,13859,1028,UK,2620,0
1464,85.8,23640,1035,ZA,2348,0
1465,595.34,48339,1041,UK,2089,0
1466,3.95,53235,1028,ZA,2988,0
1467,302.39,2512,1006,ZA,2796,0
1468,41.79,80982,1031,US,2461,0
1469,163.68,21912,1012,IN,2291,0
1470,122.0,35515,1012,US,2290,0
1471,66.96,15416,1053,US,2368,0
1472,107.29,72816,1013,ZA,2263,0
1473,168.64,76510,1005,US,2271,0
1474,41.42,43746,1015,ZA,2810,0
1475,31.68,43775,1040,ZA,2068,0
1476,88.11,12227,1051,IN,2143,0
1477,131.96,13031,1084,ZA,2055,0
1478,114.93,33000,1015,ZA,2552,0
1479,127.89,51253,1004,ZA,2076,0
1480,45.76,67564,1023,UK,2519,0
1481,136.23,18313,1042,IN,2309,0
1482,10.25,75186,1064,CN,2089,0
1483,62.91,57751,1009,NG,2375,0
1484,0.46,52492,1058,US,2900,0
1485,31.39,30364,1034,ZA,2776,0
1486,36.51,18361,1030,ZA,2997,0
1487,40.36,67949,1078,UK,2193,0
1488,95.12,31070,1010,US,2582,0
1489,39.35,22409,1008,NG,2797,0
1490,47.64,29854,1065,ZA,2336,0
1491,21.7,29655,1043,ZA,2505,0
1492,37.38,9952,1093,ZA,2107,0
1493,20.63,36365,1015,IN,2606,0
1494,6.08,83298,1047,ZA,2510,0
1495,74.0,66156,1052,UK,2320,0
1496,88.26,56724,1064,ZA,2475,0
1497,77.3,15455,1047,US,2285,0
1498,49.81,47673,1069,ZA,2814,0
1499,38.22,974,1045,ZA,2350,0
1500,159.22,12679,1074,ZA,2855,0
1501,58.56,61791,1032,ZA,2926,0
1502,52.19,27429,1051,ZA,2955,0
1503,2.08,18073,1080,IN,2244,0
1504,33.39,70207,1054,ZA,2586,0
1505,38.27,30365,1050,ZA,2361,0
1506,40.71,55928,1097,UK,2335,0
1507,69.43,74453,1039,NG,2648,0
1508,61.02,7784,1024,ZA,2221,0
1509,74.9,12291,1062,UK,2715,0
1510,115.81,84462,1021,IN,2437,0
1511,134.13,26154,1089,ZA,2572,0
1512,101.3,25650,1090,US,2447,0
1513,249.02,68741,1037,ZA,2975,0
1514,1.47,36201,1008,ZA,2864,0
1515,17.43,39479,1036,CN,2261,0
1516,0.61,72920,1004,ZA,2300,0
1517,83.41,82797,1081,ZA,2576,0
1518,182.65,50243,1021,CN,2972,0
1519,22.32,68595,1011,NG,2548,0
1520,209.42,31734,1059,UK,2994,0
1521,4.97,81451,1043,NG,2857,0
1522,217.98,42568,1021,NG,2233,0
1523,34.66,25793,1005,IN,2200,0
1524,8.56,52204,1099,ZA,2400,0
1525,53.22,46746,1026,US,2613,0
1526,23.74,31989,1054,ZA,2109,0
1527,26.82,49465,1014,ZA,2994,0
1528,29.37,61383,1063,US,2920,0
1529,129.97,16767,1016,UK,2561,0
1530,61.98,38652,1002,ZA,2507,0
1531,29.84,83732,1009,ZA,2890,0
1532,75.4,84244,1062,UK,2838,0
1533,100.74,13383,1062,UK,2878,0
1534,25.46,70784,1088,IN,2798,0
1535,42.69,60089,1061,IN,2671,0
1536,10.4,26440,1084,CN,2882,0
1537,15.99,52443,1008,UK,2815,0
1538,91.43,56325,1023,NG,2210,0
1539,16.02,55919,1031,IN,2498,0
1540,59.58,16611,1002,IN,2656,0
1541,98.77,63483,1032,NG,2188,0
1542,9.04,22457,1042,US,2184,0
1543,67.02,10256,1011,ZA,2312,0
1544,23.72,54856,1092,IN,2453,0
1545,263.59,40533,1084,IN,2984,0
1546,52.86,28281,1097,IN,2248,0
1547,131.19,67275,1096,ZA,2672,0
1548,63.92,1525,1031,ZA,2658,0
1549,3.55,16453,1019,US,2782,0
1550,80.22,6251,1066,IN,2674,0
1551,241.94,19507,1067,IN,2688,0
1552,73.63,79396,1016,ZA,2991,0
1553,136.82,27906,1080,NG,2229,0
1554,172.48,73185,1018,ZA,2675,0
1555,20.71,13193,1003,US,2223,0
1556,19.07,81449,1092,US,2735,0
1557,75.53,64042,1016,IN,2743,0
1558,42.35,59516,1063,IN,2053,0
1559,146.54,81165,1021,ZA,2035,0
1560,184.23,30692,1065,US,2564,0
1561,34.88,70490,1041,UK,2699,0
1562,21.63,33512,1075,ZA,2481,0
1563,121.32,10719,1044,CN,2585,0
1564,25.71,55427,1010,IN,2299,0
1565,138.35,27649,1052,ZA,2288,0
1566,44.1,12402,1059,US,2427,0
1567,88.1,9216,1028,ZA,2310,0
1568,8.03,31050,1019,US,2457,0
1569,78.22,50093,1004,NG,2555,0
1570,48.08,5050,1024,ZA,2050,0
1571,70.67,46716,1033,IN,2508,0
1572,14.72,2438,1011,UK,2098,0
1573,106.81,47431,1027,CN,2341,0
1574,158.9,16760,1097,ZA,2562,0
1575,19.54,77614,1005,IN,2982,0
1576,8.05,16473,1018,IN,2646,0
1577,1.91,43815,1011,ZA,2724,0
1578,82.17,62460,1024,ZA,2384,0
1579,74.73,9257,1012,IN,2652,0
1580,63.3,25634,1080,US,2456,0
1581,21.11,60403,1075,US,2303,0
1582,39.66,46573,1002,CN,2894,0
1583,72.21,28648,1023,ZA,2625,0
1584,54.94,48980,1007,US,2750,0
1585,352.41,10296,1099,NG,2851,0
1586,11.74,60197,1089,UK,2686,0
1587,95.03,21959,1044,ZA,2558,0
1588,41.44,14570,1071,UK,2265,0
1589,44.72,35423,1095,NG,2025,0
1590,101.15,80263,1095,UK,2049,0
1591,94.33,17899,1000,NG,2942,0
1592,379.15,35785,1002,ZA,2939,0
1593,10.99,62806,1064,IN,2640,1
1594,8.79,56963,1014,US,2364,0
1595,103.09,77875,1049,CN,2830,0
1596,69.09,34341,1019,ZA,2144,0
1597,25.63,5597,1002,ZA,2144,0
1598,6.62,10244,1060,ZA,2166,0
1599,7.16,3796,1014,UK,2042,0
1600,179.69,75589,1058,ZA,2971,0
1601,17.04,28528,1053,NG,2552,0
1602,31.25,18648,1059,IN,2014,0
1603,20.56,83967,1036,ZA,2128,0
1604,35.08,535,1020,ZA,2057,0
1605,5.76,48469,1022,IN,2053,0
1606,58.56,64912,1098,ZA,2223,0
1607,5.6,44493,1017,US,2714,0
1608,128.9,72417,1016,ZA,2132,0
1609,21.3,45785,1030,US,2573,0
1610,62.12,85017,1063,ZA,2242,0
1611,169.67,66561,1047,NG,2209,0
1612,84.19,30869,1025,US,2241,0
1613,60.91,65094,1021,IN,2382,0
1614,31.36,30192,1044,ZA,2209,0
1615,32.4,69157,1035,US,2214,0
1616,88.57,79941,1063,ZA,2243,0
1617,411.16,57544,1034,CN,2070,0
1618,86.74,4403,1074,US,2813,0
1619,65.28,36091,1090,ZA,2089,0
1620,104.94,52510,1097,ZA,2448,0
1621,50.07,5017,1081,ZA,2155,0
1622,4.96,39203,1026,ZA,2377,0
1623,66.1,56473,1067,US,2083,0
1624,252.9,52123,1016,ZA,2424,0
1625,15.42,48260,1069,CN,2662,0
1626,93.7,45938,1010,ZA,2671,0
1627,17.94,57929,1004,IN,2953,0
1628,61.4,85265,1057,ZA,2485,0
1629,8.13,37372,1081,ZA,2934,0
1630,47.88,53252,1056,CN,2081,0
1631,112.9,14628,1088,IN,2800,0
1632,34.16,12501,1073,UK,2185,0
1633,87.47,30131,1079,NG,2088,0
1634,126.96,68348,1073,CN,2159,0
1635,209.58,9402,1073,UK,2369,0
1636,21.39,55956,1099,ZA,2561,0
1637,40.77,51920,1084,ZA,2178,0
1638,13.23,26000,1013,NG,2731,0
1639,391.25,67462,1071,NG,2204,0
1640,209.38,66392,1000,NG,2530,0
1641,62.11,5988,1015,ZA,2514,0
1642,147.63,74279,1025,CN,2115,0
1643,58.88,56999,1048,UK,2346,0
1644,78.17,69674,1041,UK,2400,0
1645,7.47,81618,1069,ZA,2298,0
1646,112.61,53426,1065,CN,2668,0
1647,10.93,58824,1052,UK,2752,0
1648,139.93,74399,1008,UK,2509,0
1649,121.87,60659,1068,CN,2107,0
1650,98.68,37790,1039,CN,2811,0
1651,2.95,22118,1055,ZA,2051,0
1652,28.89,52025,1004,CN,2352,0
1653,24.43,59938,1055,NG,2539,0
1654,35.72,5149,1071,ZA,2211,0
1655,7.34,38079,1004,ZA,2108,0
1656,221.12,2484,1068,US,2929,0
1657,64.56,55474,1051,UK,2975,1
1658,29.17,48601,1080,NG,2998,0
1659,40.46,43809,1072,ZA,2821,0
1660,47.42,20791,1097,IN,2769,0
1661,73.42,69343,1032,IN,2369,0
1662,58.0,26648,1021,UK,2731,0
1663,201.45,31090,1084,CN,2528,0
1664,54.97,17857,1014,IN,2239,0
1665,387.86,62327,1064,ZA,2723,0
1666,152.53,42967,1070,IN,2401,0
1667,18.71,53709,1022,CN,2795,0
1668,213.42,67948,1005,ZA,2795,0
1669,9.9,48861,1083,CN,2179,0
1670,136.06,68718,1057,ZA,2271,0
1671,38.32,20948,1025,US,2928,0
1672,168.28,33782,1011,IN,2084,0
1673,162.03,50756,1076,IN,2772,0
1674,131.16,82789,1076,NG,2494,0
1675,124.86,68388,1001,US,2300,0
1676,29.07,84528,1031,NG,2420,0
1677,6.75,66809,1049,NG,2209,0
1678,41.26,7649,1094,US,2307,0
1679,15.25,29002,1060,UK,2959,0
1680,94.98,34723,1010,IN,2061,1
1681,33.98,74314,1067,ZA,2004,0
1682,297.09,70085,1033,US,2495,0
1683,81.95,81399,1079,ZA,2106,0
1684,138.29,11809,1094,NG,2522,0
1685,11.37,58169,1088,ZA,2853,0
1686,158.45,8302,1007,US,2726,0
1687,204.86,8100,1007,ZA,2473,0
1688,53.41,68447,1097,ZA,2730,0
1689,74.56,77627,1014,US,2386,0
1690,115.79,74635,1004,US,2178,0
1691,15.37,55020,1018,US,2489,0
1692,55.86,5663,1073,ZA,2827,0
1693,40.69,44649,1008,CN,2065,0
1694,12.66,47136,1056,ZA,2696,0
1695,36.65,36104,1053,IN,2528,0
1696,5.65,39137,1028,NG,2386,0
1697,2.09,2534,1018,ZA,2386,0
1698,11.62,67762,1076,US,2551,0
1699,264.0,52445,1045,CN,2335,0
1700,63.8,9585,1079,UK,2587,0
1701,270.09,76438,1061,ZA,2830,0
1702,45.32,36392,1093,US,2757,0
1703,29.9,84267,1059,US,2050,0
1704,56.44,83324,1004,IN,2640,0
1705,46.32,31126,1032,CN,2306,0
1706,8.93,42485,1082,ZA,2259,0
1707,81.92,45798,1054,ZA,2720,0
1708,19.47,68310,1018,ZA,2210,0
1709,77.32,9017,1016,CN,2643,0
1710,84.03,25700,1087,UK,2430,0
1711,13.19,36507,1091,IN,2934,0
1712,5.06,47679,1041,US,2595,0
1713,121.41,37232,1021,NG,2048,0
1714,49.27,24020,1038,ZA,2440,0
1715,4.79,57172,1079,CN,2245,0
1716,421.75,13746,1098,US,2550,0
1717,4.76,63537,1026,IN,2451,0
1718,95.0,4094,1075,ZA,2144,0
1719,329.22,68466,1045,NG,2654,0
1720,21.87,30755,1027,US,2246,0
1721,12.28,11552,1051,ZA,2360,0
1722,10.35,59491,1064,US,2667,0
1723,28.91,19779,1038,UK,2015,0
1724,8.52,29000,1017,ZA,2389,0
1725,94.25,85639,1086,ZA,2347,0
1726,5.15,53953,1021,US,2927,0
1727,56.97,57564,1067,ZA,2976,0
1728,457.03,14102,1010,US,2280,0
1729,134.55,1861,1081,US,2550,0
1730,76.41,43574,1063,ZA,2144,0
1731,29.25,32682,1070,ZA,2045,0
1732,78.23,78819,1084,IN,2462,0
1733,59.9,77972,1056,ZA,2883,0
1734,44.42,65185,1034,NG,2820,0
1735,11.21,74426,1036,US,2369,0
1736,174.15,48120,1049,CN,2306,0
1737,47.8,38297,1029,ZA,2401,0
1738,17.32,8299,1016,IN,2493,0
1739,36.68,41348,1032,US,2531,0
1740,42.77,41384,1015,ZA,2342,0
1741,140.61,76693,1014,ZA,2132,0
1742,105.82,32687,1012,US,2511,0
1743,117.33,64577,1002,ZA,2317,0
1744,0.89,60047,1023,ZA,2870,0
1745,43.05,10191,1022,CN,2267,0
1746,52.52,56884,1058,ZA,2592,0
1747,1.55,54911,1054,US,2669,0
1748,24.07,77303,1064,IN,2978,0
1749,114.27,83447,1031,IN,2223,0
1750,11.8,43726,1096,ZA,2911,0
1751,61.31,34623,1059,NG,2001,0
1752,19.39,83517,1029,US,2971,0
1753,0.98,50000,1065,ZA,2636,0
1754,22.08,71494,1017,ZA,2240,0
1755,297.96,80241,1058,ZA,2116,0
1756,129.37,63027,1052,ZA,2898,0
1757,256.67,58995,1063,ZA,2775,0
1758,53.53,42876,1029,ZA,2548,0
1759,9.3,51070,1017,UK,2436,0
1760,63.52,66224,1004,NG,2310,0
1761,48.47,25365,1068,UK,2215,0
1762,148.82,29663,1007,NG,2560,0
1763,8.26,65436,1008,IN,2216,0
1764,53.59,83275,1031,IN,2570,0
1765,13.01,63211,1013,IN,2571,0
1766,31.41,10909,1012,ZA,2344,0
1767,106.96,60883,1017,ZA,2077,0
1768,51.7,12713,1067,US,2118,0
1769,37.71,12614,1021,ZA,2429,0
1770,40.13,20734,1019,ZA,2867,0
1771,49.21,30709,1014,ZA,2318,0
1772,122.98,22885,1006,CN,2638,0
1773,178.11,71622,1076,ZA,2206,0
1774,248.68,78267,1097,US,2671,0
1775,123.68,86128,1029,ZA,2321,0
1776,30.31,13341,1004,NG,2596,0
1777,93.21,39435,1000,US,2003,0
1778,46.04,12976,1059,ZA,2668,0
1779,23.51,82910,1030,CN,2176,0
1780,147.04,77869,1019,IN,2348,0
1781,3.13,5290,1082,NG,2790,0
1782,185.63,45812,1063,CN,2898,0
1783,49.51,50528,1063,US,2309,0
1784,81.11,58570,1028,NG,2763,0
1785,86.15,56399,1009,ZA,2916,0
1786,180.39,48437,1028,NG,2079,0
1787,81.0,57907,1030,ZA,2043,0
1788,76.14,81876,1074,ZA,2915,0
1789,5.52,48723,1086,US,2482,0
1790,58.45,35655,1029,ZA,2952,0
1791,13.02,55833,1024,US,2452,0
1792,106.98,80096,1079,US,2729,0
1793,57.43,23997,1057,UK,2198,0
1794,91.21,66876,1056,ZA,2691,0
1795,3.41,26013,1086,ZA,2207,0
1796,7.09,32862,1062,UK,2912,0
1797,100.79,52448,1096,NG,2193,0
1798,5.99,45608,1036,ZA,2011,0
1799,5.91,84612,1057,US,2953,0
1800,0.97,40894,1027,IN,2716,0
1801,250.8,85201,1026,ZA,2388,0
1802,107.0,50649,1069,US,2847,0
1803,34.86,62104,1036,ZA,2125,0
1804,28.14,76459,1005,CN,2347,0
1805,34.43,39821,1088,ZA,2071,0
1806,119.21,47940,1076,ZA,2439,0
1807,86.63,10935,1061,IN,2731,0
1808,16.38,12467,1096,ZA,2301,0
1809,15.3,11073,1032,US,2583,0
1810,8.29,7691,1088,ZA,2348,0
1811,86.38,46538,1077,CN,2120,0
1812,115.64,24490,1039,IN,2785,0
1813,24.64,15688,1040,UK,2299,0
1814,1.69,50650,1041,ZA,2554,0
1815,6.86,13829,1008,ZA,2207,0
1816,275.01,3086,1017,US,2473,0
1817,28.02,2590,1014,ZA,2213,0
1818,117.3,39893,1003,UK,2334,0
1819,78.39,73396,1033,UK,2076,0
1820,38.49,38176,1061,IN,2149,0
1821,18.42,67484,1037,ZA,2251,0
1822,10.35,26295,1080,UK,2571,0
1823,76.36,38131,1070,IN,2212,0
1824,119.2,44893,1095,US,2574,0
1825,82.6,11924,1022,IN,2497,0
1826,60.45,10851,1019,ZA,2791,0
1827,3.43,7734,1055,NG,2704,0
1828,276.59,42681,1052,CN,2028,0
1829,128.24,5293,1001,ZA,2896,0
1830,27.72,53203,1020,ZA,2891,0
1831,312.84,13820,1075,ZA,2512,0
1832,73.68,67827,1041,UK,2072,0
1833,69.86,47163,1056,UK,2788,0
1834,110.29,12391,1048,ZA,2205,0
1835,133.61,41970,1090,IN,2667,0
1836,85.48,46823,1009,IN,2657,0
1837,10.97,30796,1071,CN,2864,0
1838,33.03,83127,1060,US,2051,0
1839,210.58,36389,1020,US,2321,0
1840,20.35,3352,1059,IN,2626,0
1841,37.24,83598,1085,ZA,2225,0
1842,45.26,28172,1012,NG,2599,0
1843,46.3,10937,1047,UK,2061,0
1844,75.93,80138,1039,ZA,2018,0
1845,229.28,66481,1062,ZA,2769,0
1846,22.03,85348,1075,ZA,2709,0
1847,10.36,73509,1080,US,2310,0
1848,17.6,23552,1008,US,2590,0
1849,174.38,14118,1056,IN,2440,0
1850,83.03,11290,1050,US,2522,0
1851,26.94,25123,1039,ZA,2655,0
1852,135.4,81919,1075,US,2755,0
1853,158.08,59551,1072,ZA,2084,0
1854,149.93,52136,1063,ZA,2957,0
1855,200.99,63886,1093,ZA,2538,0
1856,23.25,75902,1069,ZA,2789,0
1857,112.53,67333,1063,ZA,2002,0
1858,49.37,44016,1024,ZA,2770,0
1859,147.61,21427,1027,IN,2242,0
1860,104.3,2257,1009,ZA,2404,0
1861,119.85,67733,1027,ZA,2042,0
1862,85.41,8222,1092,CN,2709,0
1863,15.63,25187,1035,UK,2600,0
1864,63.0,79688,1010,ZA,2232,0
1865,334.23,20781,1020,ZA,2507,0
1866,221.66,11004,1025,UK,2804,0
1867,3.53,57600,1017,US,2349,0
1868,14.41,25515,1067,ZA,2439,0
1869,11.3,80952,1040,ZA,2550,0
1870,103.56,71688,1014,CN,2915,0
1871,136.21,72708,1022,UK,2832,0
1872,19.21,3185,1040,US,2162,0
1873,56.39,54476,1005,ZA,2298,0
1874,146.96,31212,1070,ZA,2985,0
1875,105.58,74697,1059,US,2020,0
1876,62.51,48533,1078,CN,2009,0
1877,71.4,83003,1051,ZA,2044,0
1878,56.8,37630,1008,CN,2604,0
1879,28.25,68606,1029,ZA,2002,0
1880,66.6,74099,1043,US,2042,0
1881,93.41,16585,1061,ZA,2179,0
1882,165.29,49240,1042,UK,2296,0
1883,80.91,14772,1027,US,2376,0
1884,114.54,79991,1093,NG,2106,0
1885,13.96,71835,1007,US,2936,0
1886,49.53,75724,1098,ZA,2716,0
1887,0.75,17938,1050,NG,2776,0
1888,22.66,21983,1098,ZA,2429,0
1889,103.71,12874,1089,US,2911,1
1890,384.39,60896,1029,ZA,2635,0
1891,8.36,46209,1098,US,2112,0
1892,41.07,32822,1010,IN,2376,0
1893,128.78,20750,1019,ZA,2046,0
1894,18.26,42083,1030,CN,2667,0
1895,64.79,27946,1033,IN,2283,0
1896,105.66,1552,1011,US,2330,0
1897,76.57,73331,1047,ZA,2235,0
1898,16.66,5271,1027,IN,2861,0
1899,35.13,80201,1066,IN,2650,0
1900,122.52,65651,1062,ZA,2284,0
1901,64.64,28994,1047,CN,2753,0
1902,0.42,27186,1041,CN,2439,0
1903,114.5,30267,1051,US,2248,0
1904,2.88,39140,1004,IN,2715,0
1905,109.55,24935,1076,US,2711,0
1906,18.1,31748,1011,UK,2056,0
1907,253.75,3837,1058,ZA,2436,0
1908,36.7,64875,1064,ZA,2073,0
1909,31.67,62694,1051,NG,2118,0
1910,12.9,9610,1042,ZA,2570,0
1911,29.18,28615,1082,UK,2290,0
1912,167.42,76644,1092,IN,2947,0
1913,448.7,22347,1062,ZA,2803,0
1914,36.75,34062,1049,ZA,2332,0
1915,47.63,55122,1038,UK,2057,0
1916,102.43,48431,1041,ZA,2499,0
1917,173.86,73086,1088,IN,2730,0
1918,71.92,28205,1079,ZA,2743,0
1919,39.74,18459,1016,UK,2257,0
1920,42.57,23750,1091,ZA,2795,0
1921,95.16,27729,1042,ZA,2481,0
1922,0.26,38585,1048,ZA,2468,0
1923,77.32,83698,1004,ZA,2325,0
1924,35.14,45635,1000,US,2062,0
1925,126.47,44854,1066,UK,2179,0
1926,7.81,76226,1023,ZA,2827,0
1927,70.98,29104,1028,ZA,2230,0
1928,52.46,82293,1014,US,2857,0
1929,82.25,14770,1003,IN,2163,0
1930,5.36,75993,1043,UK,2359,0
1931,69.4,17957,1064,ZA,2209,0
1932,65.95,55178,1078,IN,2445,0
1933,65.8,20828,1087,CN,2883,0
1934,74.0,17171,1030,ZA,2554,0
1935,90.28,61465,1019,UK,2422,0
1936,130.78,13146,1009,US,2132,0
1937,25.16,46266,1010,CN,2729,0
1938,139.46,45939,1081,US,2202,0
1939,55.17,14202,1097,CN,2689,0
1940,6.42,37142,1027,ZA,2783,0
1941,4.83,63828,1037,ZA,2466,0
1942,32.55,59046,1079,IN,2563,0
1943,122.93,9849,1023,IN,2452,0
1944,98.39,59272,1038,NG,2582,0
1945,124.33,20439,1050,IN,2002,0
1946,58.26,82526,1075,NG,2088,0
1947,46.41,78872,1049,UK,2905,0
1948,12.76,35344,1006,US,2050,0
1949,31.82,53276,1099,US,2452,0
1950,45.54,5051,1080,US,2671,0
1951,7.42,49474,1067,UK,2479,0
1952,19.94,75604,1052,US,2132,0
1953,72.95,16967,1036,ZA,2246,0
1954,106.44,21773,1096,ZA,2885,0
1955,512.44,74383,1082,CN,2682,0
1956,216.38,70417,1053,ZA,2722,0
1957,82.3,41182,1089,ZA,2395,0
1958,43.75,63589,1054,US,2158,0
1959,80.89,73235,1074,ZA,2464,0
1960,123.21,24180,1030,US,2149,0
1961,10.08,64372,1064,ZA,2570,0
1962,42.2,51372,1099,ZA,2307,0
1963,146.51,69086,1092,IN,2558,0
1964,38.74,22163,1088,IN,2497,0
1965,67.87,63089,1058,ZA,2872,0
1966,70.89,32934,1046,NG,2981,0
1967,16.31,55595,1048,UK,2304,0
1968,35.98,26592,1017,NG,2311,0
1969,32.58,23039,1002,US,2985,0
1970,2.12,64099,1017,ZA,2542,0
1971,1.96,34018,1057,NG,2246,1
1972,142.56,53158,1070,ZA,2698,0
1973,25.51,4558,1091,ZA,2234,0
1974,58.4,32174,1080,US,2837,0
1975,28.39,42631,1024,IN,2331,0
1976,225.98,67687,1017,US,2170,0
1977,24.01,15552,1051,ZA,2474,0
1978,44.92,35065,1042,IN,2592,0
1979,164.92,2614,1066,IN,2841,0
1980,147.58,34647,1088,US,2364,0
1981,16.47,57940,1006,ZA,2004,0
1982,129.82,620,1073,UK,2515,0
1983,49.03,23082,1043,ZA,2486,0
1984,52.77,21891,1043,NG,2654,0
1985,11.46,62395,1050,IN,2897,0
1986,6.72,50955,1082,ZA,2432,0
1987,104.14,32314,1078,ZA,2311,0
1988,54.89,23500,1084,ZA,2500,0
1989,45.94,53685,1020,UK,2647,0
1990,104.6,64783,1036,ZA,2783,0
1991,116.03,50189,1027,US,2959,0
1992,13.84,19567,1031,ZA,2254,0
1993,75.37,25978,1056,ZA,2723,0
1994,11.63,76089,1040,US,2279,0
1995,111.34,9630,1053,US,2762,0
1996,85.59,12003,1026,UK,2994,0
1997,251.01,41444,1086,ZA,2310,0
1998,5.72,86184,1073,ZA,2693,0
1999,4.7,31607,1039,IN,2208,0
2000,26.52,24821,1040,NG,2324,0
2001,24.27,14601,1069,IN,2973,0
2002,22.69,45904,1023,ZA,2717,0
2003,189.37,71657,1017,ZA,2749,0
2004,22.97,38557,1073,UK,2490,0
2005,25.39,52523,1055,IN,2827,0
2006,113.97,81846,1014,IN,2158,0
2007,47.79,50502,1097,IN,2531,0
2008,119.94,22098,1071,ZA,2460,0
2009,5.41,45902,1034,IN,2053,0
2010,53.49,39253,1026,IN,2392,0
2011,2.74,75516,1088,ZA,2243,0
2012,5.18,44280,1002,US,2673,0
2013,189.53,8951,1020,US,2715,0
2014,12.0,8117,1038,ZA,2743,0
2015,60.81,25979,1031,US,2335,0
2016,42.36,74525,1049,IN,2192,0
2017,34.14,16915,1084,IN,2143,0
2018,184.07,59261,1008,CN,2837,0
2019,1.77,72964,1049,US,2211,0
2020,87.2,70440,1000,US,2901,0
2021,264.6,35677,1003,NG,2290,0
2022,65.71,49830,1003,US,2616,0
2023,220.94,52536,1089,ZA,2498,0
2024,4.29,8922,1033,NG,2130,0
2025,43.41,67561,1026,ZA,2276,0
2026,24.11,13220,1014,ZA,2390,0
2027,104.99,45958,1031,ZA,2333,0
2028,318.33,53380,1040,CN,2925,0
2029,23.71,2766,1070,ZA,2277,0
2030,84.95,84018,1060,US,2141,0
2031,17.66,33159,1062,CN,2950,0
2032,66.65,10935,1060,US,2856,0
2033,49.88,3784,1013,ZA,2066,0
2034,286.06,20221,1022,UK,2388,0
2035,75.03,29179,1064,ZA,2708,0
2036,34.4,18069,1031,ZA,2882,0
2037,9.69,35682,1040,IN,2058,0
2038,13.12,56268,1025,ZA,2745,0
2039,20.42,77818,1047,NG,2392,0
2040,23.12,20110,1072,US,2508,0
2041,152.1,31232,1015,ZA,2175,0
2042,65.9,44273,1030,US,2101,0
2043,59.28,70487,1065,ZA,2036,0
2044,9.75,55210,1031,ZA,2323,0
2045,157.37,73191,1009,US,2915,0
2046,102.65,29461,1024,ZA,2596,0
2047,5.61,4610,1081,NG,2433,0
2048,98.43,56973,1097,ZA,2495,0
2049,62.74,83004,1092,US,2535,0
2050,6.82,7583,1044,NG,2891,0
2051,49.04,25583,1023,US,2710,0
2052,53.04,17701,1002,IN,2125,0
2053,14.5,6880,1061,UK,2304,0
2054,233.06,51845,1078,CN,2255,0
2055,151.76,72417,1066,ZA,2391,0
2056,88.46,3722,1054,CN,2586,0
2057,49.64,20077,1094,UK,2496,0
2058,42.45,80868,1009,NG,2621,0
2059,84.21,13229,1054,CN,2456,0
2060,63.07,73338,1021,UK,2005,0
2061,5.14,61679,1013,IN,2551,0
2062,57.48,11439,1072,US,2848,0
2063,131.36,35902,1081,UK,2949,0
2064,49.18,2598,1007,US,2716,0
2065,4.27,4052,1014,ZA,2364,0
2066,123.45,12741,1014,UK,2656,0
2067,17.99,69360,1051,CN,2306,0
2068,23.94,36288,1069,IN,2001,0
2069,14.4,1249,1053,NG,2157,0
2070,32.06,22970,1075,UK,2927,0
2071,113.09,15565,1041,ZA,2817,0
2072,58.62,56995,1018,ZA,2227,0
2073,18.34,83994,1039,ZA,2198,0
2074,168.19,51656,1068,ZA,2763,0
2075,169.34,62134,1026,NG,2399,0
2076,163.57,45765,1073,IN,2082,0
2077,21.83,2014,1042,ZA,2974,0
2078,48.01,70480,1051,ZA,2438,0
2079,335.92,14012,1045,ZA,2440,0
2080,118.28,57498,1013,ZA,2461,0
2081,2.2,68776,1063,US,2044,0
2082,5.39,61711,1060,ZA,2435,0
2083,49.88,42530,1097,ZA,2710,0
2084,191.95,79267,1057,CN,2174,0
2085,61.9,18018,1048,ZA,2544,0
2086,55.1,17916,1078,IN,2383,0
2087,8.92,40376,1028,UK,2865,0
2088,85.55,65046,1025,ZA,2407,0
2089,138.12,58742,1026,IN,2546,0
2090,38.3,85566,1066,UK,2191,0
2091,119.55,77125,1066,ZA,2084,0
2092,267.01,12437,1034,ZA,2855,0
2093,18.23,62146,1059,IN,2612,0
2094,59.27,27618,1060,US,2463,0
2095,27.08,50767,1098,US,2315,0
2096,125.95,9705,1069,ZA,2720,0
2097,68.94,57146,1077,ZA,2028,0
2098,80.54,80912,1089,IN,2273,0
2099,127.93,51750,1002,IN,2185,0
2100,40.33,44379,1032,UK,2047,0
2101,197.29,52682,1041,ZA,2266,0
2102,60.92,64713,1012,CN,2386,0
2103,13.75,56919,1028,UK,2681,0
2104,95.23,60384,1008,IN,2145,0
2105,126.1,51128,1031,ZA,2015,0
2106,30.47,1835,1021,US,2296,0
2107,155.69,21283,1085,IN,2448,0
2108,189.28,49506,1057,ZA,2554,0
2109,25.94,53625,1056,NG,2426,1
2110,328.46,35963,1097,NG,2346,0
2111,12.13,9179,1009,ZA,2286,0
2112,18.05,11955,1024,IN,2492,0
2113,16.29,7198,1061,ZA,2283,0
2114,179.54,67156,1062,NG,2999,0
2115,84.97,44588,1075,CN,2562,0
2116,13.2,11766,1002,CN,2538,0
2117,46.43,53570,1082,IN,2520,0
